                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.081672,               0.045629,               0.045758,                0.06579,                0.49219,                0.13284,               0.054604,                0.02456,                0.48318,                0.13488,               0.060586,               0.031854,               0.060061,               0.020295,                0.02856,               0.060237,                0.07011,              0.0033211,              0.0033211
                      1,               0.061447,               0.025692,               0.036035,               0.054858,                0.31893,                 0.2333,                0.13684,               0.062678,                0.31876,                0.23327,                0.13932,               0.082839,               0.051249,               0.020075,               0.026453,               0.052724,               0.040088,              0.0066325,              0.0066325
                      2,               0.057836,               0.025703,               0.034228,               0.047595,                0.75092,                0.19222,                0.18181,               0.073471,                0.75697,                0.19425,                0.18957,                0.11043,               0.051543,                0.01908,               0.026558,               0.043832,               0.010044,              0.0099218,              0.0099218
                      3,               0.052071,               0.027339,               0.033598,               0.040842,                0.58429,                0.26375,                0.24522,                0.12431,                0.58453,                0.26357,                0.24701,                0.16139,               0.042744,               0.023027,               0.028017,               0.040173,               0.009901,               0.009901,               0.009901
                      4,               0.047623,               0.026454,               0.034247,               0.035358,                0.41153,                0.38127,                0.33293,                0.15965,                0.81639,                0.25082,                0.32879,                0.18723,               0.041652,               0.020635,               0.026696,               0.036639,               0.009901,               0.009901,               0.009901
                      5,               0.045501,               0.026028,               0.033205,               0.032917,                0.62521,                 0.4153,                0.43013,                0.23385,                0.62216,                0.41021,                0.42548,                0.26354,               0.037628,               0.020681,               0.029752,                0.03245,               0.009868,               0.009868,               0.009868
                      6,                0.04263,               0.025201,                0.03318,               0.028855,                  0.556,                0.44618,                0.46797,                0.25751,                0.57458,                0.44471,                0.46798,                0.29377,               0.038174,               0.023052,               0.029264,               0.032008,               0.009835,               0.009835,               0.009835
                      7,               0.042048,               0.025452,               0.033039,               0.027107,                0.59534,                0.51812,                0.54591,                 0.2877,                0.60647,                0.52057,                0.55443,                0.37821,               0.036264,                0.01866,               0.025913,               0.026135,               0.009802,               0.009802,               0.009802
                      8,                0.04057,               0.024852,               0.032799,               0.024375,                0.58577,                0.54295,                0.55302,                0.31448,                0.58725,                0.54218,                0.55528,                0.34006,               0.035985,               0.021802,               0.027964,               0.028141,               0.009769,               0.009769,               0.009769
                      9,               0.039824,               0.023956,               0.030483,               0.022836,                 0.5653,                0.60114,                0.61273,                0.37047,                0.56727,                0.60188,                0.61326,                0.39586,               0.031613,                0.01822,               0.026378,               0.023841,               0.009736,               0.009736,               0.009736
                     10,               0.038551,                0.02343,               0.031114,               0.021028,                0.65617,                0.57404,                0.62813,                0.35359,                0.65111,                0.58638,                0.63264,                 0.3679,               0.034967,                0.01904,               0.026052,               0.022234,               0.009703,               0.009703,               0.009703
