               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11613,            0.087676,                   0,           0.0023744,            0.042105,           0.0012795,          0.00033131,             0.10836,            0.084835,                   0,            0.067924,          0.00035676,          0.00035676
                   1,             0.10949,            0.085711,                   0,           0.0073516,             0.13036,           0.0057978,           0.0013483,             0.10205,            0.087916,                   0,            0.034954,          0.00072017,          0.00072017
                   2,             0.10553,            0.082671,                   0,            0.095926,             0.11984,            0.041097,           0.0098121,              0.0944,            0.086342,                   0,           0.0019812,           0.0010803,           0.0010803
                   3,            0.099595,            0.078117,                   0,              0.1197,             0.15951,            0.066083,            0.014835,            0.087908,            0.094913,                   0,           0.0010852,           0.0010852,           0.0010852
                   4,            0.091829,            0.080379,                   0,             0.11911,             0.22834,            0.076096,            0.020161,            0.079751,            0.092663,                   0,           0.0010852,           0.0010852,           0.0010852
                   5,             0.08506,             0.07253,                   0,             0.23277,             0.30931,             0.14981,            0.041123,            0.074887,            0.085001,                   0,           0.0010802,           0.0010802,           0.0010802
                   6,            0.081525,            0.082845,                   0,             0.31991,             0.36275,             0.22729,            0.068052,            0.071375,            0.079684,                   0,           0.0010753,           0.0010753,           0.0010753
                   7,            0.077044,            0.068115,                   0,             0.27968,             0.33765,             0.20254,            0.063573,            0.069144,             0.07459,                   0,           0.0010703,           0.0010703,           0.0010703
                   8,            0.073383,            0.074273,                   0,             0.32306,             0.35951,             0.24657,            0.082303,            0.066153,            0.074532,                   0,           0.0010654,           0.0010654,           0.0010654
                   9,            0.072359,            0.072664,                   0,             0.43158,             0.39838,             0.34062,             0.12257,            0.063322,            0.073478,                   0,           0.0010604,           0.0010604,           0.0010604
                  10,            0.069823,            0.075964,                   0,             0.38202,             0.41215,             0.32455,             0.11226,            0.062646,            0.073091,                   0,           0.0010554,           0.0010554,           0.0010554
                  11,              0.0689,            0.076659,                   0,             0.45971,             0.43725,             0.38634,             0.14175,            0.061069,            0.072018,                   0,           0.0010505,           0.0010505,           0.0010505
                  12,            0.067927,            0.073668,                   0,             0.41461,             0.42996,             0.33447,             0.12473,            0.061935,            0.071736,                   0,           0.0010455,           0.0010455,           0.0010455
                  13,            0.064567,            0.068688,                   0,             0.53461,             0.42973,             0.42549,             0.16406,            0.059483,            0.071181,                   0,           0.0010406,           0.0010406,           0.0010406
                  14,            0.064094,             0.07569,                   0,             0.47071,             0.44358,             0.39361,             0.14529,            0.060085,            0.070423,                   0,           0.0010357,           0.0010357,           0.0010357
                  15,            0.064552,            0.068705,                   0,             0.53742,             0.46073,             0.44601,             0.16583,            0.058758,            0.070415,                   0,           0.0010307,           0.0010307,           0.0010307
                  16,            0.063959,            0.062525,                   0,             0.51313,             0.46154,             0.44072,             0.16251,            0.059305,            0.070301,                   0,           0.0010257,           0.0010257,           0.0010257
                  17,            0.062803,            0.072588,                   0,             0.49936,             0.43158,             0.42419,             0.14416,            0.059672,            0.070041,                   0,           0.0010208,           0.0010208,           0.0010208
                  18,            0.063235,            0.068386,                   0,             0.52835,             0.47692,             0.46001,             0.17778,            0.057709,             0.06953,                   0,           0.0010158,           0.0010158,           0.0010158
                  19,            0.062993,            0.072109,                   0,              0.5263,              0.4834,             0.46912,             0.18535,            0.057649,            0.068878,                   0,           0.0010109,           0.0010109,           0.0010109
