                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.084328,               0.050091,               0.047862,                      0,                0.43557,                0.48648,                0.42347,                0.15669,                0.45797,                0.49443,                0.44982,                0.26163,                0.06509,               0.024339,                0.03832,                      0,                0.07011,              0.0033211,              0.0033211
                      1,               0.060414,                0.02745,               0.039079,                      0,                 0.3555,                0.54689,                0.39543,                0.16984,                 0.3842,                0.51324,                0.41192,                0.23815,               0.056047,               0.025191,               0.035657,                      0,               0.040088,              0.0066325,              0.0066325
                      2,               0.054566,               0.028086,                0.03823,                      0,                0.53525,                0.59831,                0.57994,                0.26937,                0.56131,                0.58272,                0.58339,                0.33811,               0.047423,               0.024777,               0.037511,                      0,               0.010044,              0.0099218,              0.0099218
                      3,               0.048378,               0.028484,               0.036997,                      0,                0.74445,                0.53776,                0.60674,                 0.3288,                 0.7423,                0.54197,                0.60563,                0.38003,               0.045393,               0.031448,               0.047684,                      0,               0.009901,               0.009901,               0.009901
                      4,               0.044979,               0.027741,               0.037581,                      0,                0.79979,                 0.7053,                0.77344,                0.43435,                0.80103,                0.69572,                0.77034,                0.48656,               0.040086,               0.023169,               0.036397,                      0,               0.009901,               0.009901,               0.009901
                      5,               0.041881,               0.027799,               0.036751,                      0,                0.77566,                0.64665,                0.70385,                0.40333,                0.78231,                0.63892,                0.70139,                 0.4255,               0.041926,               0.034968,               0.040248,                      0,               0.009868,               0.009868,               0.009868
                      6,               0.040644,               0.026307,               0.036473,                      0,                0.78683,                0.75026,                0.80574,                0.45098,                0.79154,                0.74535,                 0.8006,                0.51142,               0.035805,               0.022285,                0.03482,                      0,               0.009835,               0.009835,               0.009835
                      7,               0.038166,               0.025657,               0.035424,                      0,                0.81095,                0.66448,                0.74421,                0.46746,                0.79899,                0.65201,                0.72597,                0.45273,               0.033934,               0.025033,               0.039138,                      0,               0.009802,               0.009802,               0.009802
                      8,               0.038098,               0.025428,               0.035271,                      0,                0.80591,                0.72954,                0.79444,                  0.476,                0.79632,                0.71823,                0.77705,                0.46579,               0.034005,               0.023023,                0.03666,                      0,               0.009769,               0.009769,               0.009769
                      9,               0.036623,               0.024531,               0.033611,                      0,                0.81367,                0.79031,                0.84277,                0.53816,                0.81005,                0.78679,                 0.8344,                0.53379,               0.031304,               0.021018,               0.034492,                      0,               0.009736,               0.009736,               0.009736
                     10,                0.03607,               0.024335,               0.033013,                      0,                0.81445,                0.78679,                0.84216,                0.54984,                0.81232,                0.77555,                0.83004,                0.53891,               0.029618,               0.020824,               0.032785,                      0,               0.009703,               0.009703,               0.009703
                     11,               0.034408,               0.023791,               0.032869,                      0,                0.79808,                0.73902,                0.79416,                0.50428,                0.80013,                 0.7326,                0.78954,                0.50094,               0.033279,               0.024632,               0.035743,                      0,                0.00967,                0.00967,                0.00967
                     12,               0.034649,                 0.0241,               0.033127,                      0,                0.80197,                0.76115,                0.82432,                0.53187,                0.79982,                0.75272,                0.81115,                0.51466,               0.029584,               0.021085,               0.033436,                      0,               0.009637,               0.009637,               0.009637
                     13,               0.033991,               0.023673,               0.032843,                      0,                0.82234,                0.77836,                0.85112,                0.56438,                0.81424,                0.76256,                0.83265,                0.52459,               0.028764,               0.020683,               0.032154,                      0,               0.009604,               0.009604,               0.009604
                     14,               0.033662,               0.023273,               0.032553,                      0,                0.82649,                0.76712,                0.83456,                0.52012,                0.83209,                0.74847,                0.82548,                  0.502,               0.031178,               0.022061,               0.033092,                      0,               0.009571,               0.009571,               0.009571
                     15,               0.032673,               0.023022,               0.032482,                      0,                0.81625,                0.79577,                0.85241,                0.57007,                0.81641,                 0.7882,                 0.8454,                0.55696,               0.028333,               0.020916,               0.031823,                      0,               0.009538,               0.009538,               0.009538
                     16,               0.032382,               0.022692,               0.031708,                      0,                0.83769,                0.78188,                0.85283,                  0.585,                0.83853,                0.77485,                0.84825,                0.55648,               0.026428,               0.020639,               0.031086,                      0,               0.009505,               0.009505,               0.009505
                     17,               0.031573,                0.02196,               0.031638,                      0,                0.81426,                 0.7615,                0.83221,                0.54311,                0.81779,                0.74745,                0.82294,                0.53573,               0.029618,               0.021766,                0.03347,                      0,               0.009472,               0.009472,               0.009472
                     18,               0.031192,               0.021961,               0.030335,                      0,                0.84582,                0.78235,                0.86542,                0.59048,                0.84311,                0.77239,                0.85338,                0.56647,               0.026966,               0.019518,               0.030528,                      0,               0.009439,               0.009439,               0.009439
                     19,               0.030804,               0.021781,               0.030444,                      0,                0.84445,                0.77801,                0.85147,                0.56447,                0.83872,                0.76115,                0.83169,                0.52443,               0.028372,               0.020316,               0.031925,                      0,               0.009406,               0.009406,               0.009406
                     20,                0.03041,               0.021957,               0.030524,                      0,                0.81397,                0.79663,                0.85343,                 0.5783,                0.80583,                0.77766,                0.83654,                0.55006,               0.026613,               0.020155,               0.031542,                      0,               0.009373,               0.009373,               0.009373
                     21,               0.031025,               0.021809,               0.031005,                      0,                0.83411,                0.79593,                0.86879,                0.58932,                0.82741,                0.78805,                 0.8577,                0.57097,               0.026321,               0.019485,               0.030575,                      0,                0.00934,                0.00934,                0.00934
                     22,               0.029731,               0.020932,               0.029088,                      0,                0.82729,                0.81033,                0.87008,                0.59477,                0.82434,                 0.8019,                 0.8583,                0.56229,               0.026392,               0.019641,                0.03031,                      0,               0.009307,               0.009307,               0.009307
                     23,               0.029324,                0.02108,               0.030036,                      0,                0.84262,                0.80646,                0.87653,                0.61186,                0.83888,                0.79371,                0.86265,                0.57332,               0.025253,               0.018943,               0.030232,                      0,               0.009274,               0.009274,               0.009274
                     24,               0.029722,               0.020636,               0.028961,                      0,                0.84392,                0.81946,                0.87931,                0.61072,                0.83892,                0.81103,                0.86815,                0.57996,               0.025073,               0.019153,               0.029939,                      0,               0.009241,               0.009241,               0.009241
                     25,               0.029076,               0.020515,               0.028798,                      0,                0.83738,                0.79403,                0.86307,                0.59965,                0.83255,                0.78414,                0.85241,                0.55456,               0.025482,                0.01985,               0.030796,                      0,               0.009208,               0.009208,               0.009208
                     26,               0.028719,               0.020681,                0.02887,                      0,                0.84138,                0.81524,                0.87408,                0.61041,                0.83552,                0.80292,                0.86338,                0.56121,               0.024441,               0.018848,               0.029752,                      0,               0.009175,               0.009175,               0.009175
                     27,               0.028847,               0.020584,               0.029751,                      0,                0.84583,                0.81805,                0.87858,                0.61782,                0.84524,                  0.804,                 0.8647,                0.56499,               0.024488,               0.018524,               0.029772,                      0,               0.009142,               0.009142,               0.009142
                     28,               0.028516,               0.020441,               0.028309,                      0,                 0.8329,                0.82459,                0.87605,                0.61564,                0.83773,                0.80874,                0.87091,                0.56765,               0.024828,               0.018935,               0.030093,                      0,               0.009109,               0.009109,               0.009109
                     29,               0.028298,               0.020164,               0.028546,                      0,                0.81909,                0.81805,                0.87215,                0.60788,                0.82081,                0.79944,                0.85911,                0.57773,               0.025374,               0.018561,               0.030391,                      0,               0.009076,               0.009076,               0.009076
                     30,               0.027466,               0.020206,               0.028572,                      0,                0.84232,                0.81996,                0.88107,                0.61934,                0.83492,                  0.804,                0.86429,                0.55336,               0.024683,               0.018344,               0.029865,                      0,               0.009043,               0.009043,               0.009043
                     31,               0.027314,               0.019778,               0.029336,                      0,                0.84069,                0.82122,                0.87803,                0.61412,                0.83332,                0.81314,                0.86374,                 0.5851,                0.02476,               0.018675,               0.029881,                      0,                0.00901,                0.00901,                0.00901
                     32,               0.027081,                 0.0199,               0.027038,                      0,                0.83102,                0.82367,                0.88083,                0.62053,                0.83852,                0.80069,                0.86612,                0.55867,               0.024736,               0.018826,               0.030285,                      0,               0.008977,               0.008977,               0.008977
                     33,               0.026779,               0.019938,               0.028073,                      0,                0.83804,                0.81489,                0.88028,                0.62751,                   0.84,                0.80225,                0.87014,                0.57846,               0.024377,               0.019055,                0.03035,                      0,               0.008944,               0.008944,               0.008944
                     34,               0.026306,               0.019662,               0.026428,                      0,                0.84197,                0.78602,                0.86623,                0.59805,                0.83494,                0.77289,                0.84853,                0.53903,               0.025486,                0.01884,               0.031229,                      0,               0.008911,               0.008911,               0.008911
                     35,               0.027083,               0.019498,               0.026972,                      0,                0.83542,                0.82016,                0.87787,                0.62142,                0.83053,                 0.8033,                0.86272,                0.57913,               0.024101,               0.018559,               0.030064,                      0,               0.008878,               0.008878,               0.008878
                     36,               0.025997,               0.019634,               0.027329,                      0,                0.83505,                0.81087,                0.87112,                0.61455,                0.83306,                0.80576,                0.86438,                0.57169,               0.024813,               0.018814,               0.030888,                      0,               0.008845,               0.008845,               0.008845
                     37,                0.02661,               0.019518,               0.027568,                      0,                0.86022,                0.80155,                0.88523,                0.62738,                0.85012,                0.79093,                0.86828,                0.57174,               0.024036,               0.017953,               0.029784,                      0,               0.008812,               0.008812,               0.008812
                     38,               0.026046,               0.019569,               0.026843,                      0,                0.83878,                0.82648,                0.88498,                0.63131,                0.83048,                0.81562,                0.86863,                0.57146,               0.024112,               0.018229,               0.029618,                      0,               0.008779,               0.008779,               0.008779
                     39,               0.025375,               0.018929,               0.026187,                      0,                0.84337,                0.81911,                0.88342,                0.63729,                0.84444,                0.81415,                0.87749,                0.59597,               0.023445,               0.018144,               0.029204,                      0,               0.008746,               0.008746,               0.008746
                     40,               0.025756,               0.019105,                0.02699,                      0,                0.84188,                0.82016,                0.88076,                0.63467,                0.82924,                0.80506,                0.86568,                0.58457,               0.023416,               0.018193,               0.029776,                      0,               0.008713,               0.008713,               0.008713
                     41,               0.025414,               0.019075,               0.026017,                      0,                0.84868,                0.82227,                0.87919,                0.62974,                0.84287,                0.81033,                0.86917,                0.59204,               0.023636,               0.018115,               0.029805,                      0,                0.00868,                0.00868,                0.00868
                     42,               0.025063,               0.018896,               0.025794,                      0,                0.83971,                0.82122,                0.88143,                0.64183,                0.84635,                0.79521,                0.86538,                0.57608,               0.022588,                0.01777,               0.029995,                      0,               0.008647,               0.008647,               0.008647
                     43,               0.024631,                0.01857,               0.025542,                      0,                0.85517,                0.80365,                0.87832,                0.63234,                0.86194,                0.78726,                0.86888,                0.58832,               0.023573,               0.018098,                0.03026,                      0,               0.008614,               0.008614,               0.008614
                     44,               0.024865,               0.018514,               0.025562,                      0,                0.84273,                0.81684,                0.88259,                0.63195,                0.84704,                0.78777,                 0.8681,                0.57232,               0.023561,               0.018251,               0.030063,                      0,               0.008581,               0.008581,               0.008581
                     45,                0.02425,               0.017885,               0.024967,                      0,                0.85992,                0.81723,                0.88779,                0.63874,                0.85387,                0.80866,                0.87739,                 0.5909,               0.023658,               0.018248,               0.029574,                      0,               0.008548,               0.008548,               0.008548
                     46,               0.024519,                0.01857,               0.025759,                      0,                0.83859,                0.81243,                0.88243,                0.64494,                0.83358,                0.79872,                0.86841,                0.58711,               0.022834,               0.017374,               0.030027,                      0,               0.008515,               0.008515,               0.008515
                     47,                0.02396,               0.018043,               0.024699,                      0,                 0.8405,                0.81441,                0.88332,                0.64607,                0.84305,                0.79838,                0.86744,                0.58744,               0.022854,                0.01811,               0.029725,                      0,               0.008482,               0.008482,               0.008482
                     48,               0.023571,               0.018018,                0.02479,                      0,                0.84991,                   0.83,                0.88977,                0.65216,                0.84038,                0.82295,                0.87627,                0.58653,               0.022374,                0.01775,               0.029137,                      0,               0.008449,               0.008449,               0.008449
                     49,               0.023513,               0.018003,                0.02473,                      0,                0.85438,                0.81199,                0.88397,                0.64688,                0.84625,                0.79654,                0.87102,                0.59732,               0.023084,               0.017506,               0.029801,                      0,               0.008416,               0.008416,               0.008416
                     50,                0.02381,               0.018149,               0.025239,                      0,                0.83262,                0.83667,                 0.8858,                0.64737,                0.83352,                0.81777,                0.87241,                0.59002,               0.022514,               0.017639,               0.029654,                      0,               0.008383,               0.008383,               0.008383
                     51,               0.023754,               0.017836,               0.024613,                      0,                0.83724,                0.83667,                0.89202,                0.65395,                0.84801,                0.81208,                0.88083,                0.60213,               0.022414,               0.017436,               0.029258,                      0,                0.00835,                0.00835,                0.00835
                     52,               0.023338,               0.017937,               0.024249,                      0,                 0.8409,                 0.8321,                0.88907,                0.65228,                0.83839,                 0.8177,                0.87501,                0.58958,               0.022503,               0.017753,               0.029235,                      0,               0.008317,               0.008317,               0.008317
                     53,               0.023244,               0.018054,               0.024314,                      0,                0.83996,                0.82227,                0.87979,                0.64454,                0.84217,                0.80225,                0.86865,                0.58768,               0.022671,               0.017807,               0.030004,                      0,               0.008284,               0.008284,               0.008284
                     54,               0.022923,               0.017397,               0.024067,                      0,                0.84085,                0.82367,                 0.8784,                0.64049,                 0.8341,                0.81314,                  0.867,                0.57601,               0.022884,               0.017679,                0.03044,                      0,               0.008251,               0.008251,               0.008251
                     55,                0.02276,               0.017626,               0.024585,                      0,                0.85657,                0.82192,                0.88832,                 0.6534,                0.85024,                0.80998,                0.87382,                0.59843,               0.022033,               0.016993,               0.029468,                      0,               0.008218,               0.008218,               0.008218
                     56,               0.022962,               0.017295,               0.023678,                      0,                0.84122,                0.81325,                0.87898,                0.64544,                0.83265,                 0.8026,                0.86346,                0.59652,               0.022698,               0.017859,               0.030557,                      0,               0.008185,               0.008185,               0.008185
                     57,               0.022797,                0.01763,               0.024122,                      0,                0.84404,                0.80981,                0.87795,                0.64988,                 0.8406,                0.79874,                0.86801,                0.59046,               0.022546,               0.018323,               0.029986,                      0,               0.008152,               0.008152,               0.008152
                     58,               0.022577,               0.017564,               0.024271,                      0,                0.83226,                0.83316,                0.88429,                0.65134,                0.86429,                0.78965,                0.87385,                0.59079,               0.022205,               0.017835,               0.030024,                      0,               0.008119,               0.008119,               0.008119
                     59,               0.022442,               0.017359,                0.02366,                      0,                0.84103,                0.82754,                0.88435,                0.64808,                0.82893,                0.82613,                0.87051,                0.58299,               0.022421,               0.018025,               0.030049,                      0,               0.008086,               0.008086,               0.008086
                     60,               0.022103,               0.017541,               0.023106,                      0,                0.83662,                0.83636,                0.88413,                0.65215,                0.82332,                0.82192,                0.86721,                0.58784,               0.022012,               0.017351,               0.030188,                      0,               0.008053,               0.008053,               0.008053
                     61,               0.022138,               0.017219,               0.022968,                      0,                0.85465,                 0.8177,                0.88462,                0.65107,                0.84584,                0.80927,                0.87296,                0.59956,                0.02259,                0.01804,               0.030047,                      0,                0.00802,                0.00802,                0.00802
                     62,               0.021531,               0.016745,               0.023116,                      0,                  0.844,                0.81173,                0.88166,                 0.6488,                0.84312,                0.80365,                0.86973,                0.58996,               0.022575,               0.018011,               0.030358,                      0,               0.007987,               0.007987,               0.007987
                     63,               0.021631,               0.016918,               0.023177,                      0,                0.84399,                0.81328,                0.88535,                0.65355,                0.83766,                0.80291,                0.87214,                0.59511,               0.022236,                0.01748,               0.030126,                      0,               0.007954,               0.007954,               0.007954
                     64,               0.021791,               0.017024,               0.022964,                      0,                0.84162,                 0.8314,                0.88714,                0.65864,                0.83635,                0.81858,                0.87216,                0.59671,               0.022056,                0.01784,                0.02964,                      0,               0.007921,               0.007921,               0.007921
                     65,               0.021934,               0.017046,               0.023351,                      0,                0.84718,                0.81782,                0.88328,                0.65279,                0.86541,                0.78398,                0.86988,                0.59269,                0.02246,               0.017614,               0.030314,                      0,               0.007888,               0.007888,               0.007888
                     66,               0.020844,               0.016745,               0.022804,                      0,                0.85413,                 0.8227,                0.89012,                0.66325,                 0.8513,                0.81038,                0.88047,                0.60142,               0.021782,               0.017283,               0.029574,                      0,               0.007855,               0.007855,               0.007855
                     67,               0.021383,               0.016781,               0.022519,                      0,                0.85089,                0.82781,                0.88497,                0.66136,                0.84837,                0.82346,                0.88161,                0.60739,               0.021824,               0.017652,               0.029494,                      0,               0.007822,               0.007822,               0.007822
                     68,               0.021519,               0.016966,                0.02216,                      0,                0.84418,                0.81489,                0.88472,                0.65693,                0.84098,                0.80618,                0.87424,                0.59821,               0.021998,                0.01789,               0.030171,                      0,               0.007789,               0.007789,               0.007789
                     69,               0.020933,               0.016812,               0.022238,                      0,                0.83474,                0.83456,                0.88263,                0.65229,                0.83467,                0.82367,                0.87112,                0.59511,               0.022096,               0.018011,               0.030781,                      0,               0.007756,               0.007756,               0.007756
                     70,               0.021018,               0.016748,               0.022323,                      0,                0.85651,                0.80299,                0.88084,                0.65184,                0.84958,                0.80147,                0.87081,                0.58699,               0.022102,               0.017725,               0.030587,                      0,               0.007723,               0.007723,               0.007723
                     71,               0.021226,               0.016636,               0.021383,                      0,                0.84431,                0.82098,                0.87853,                0.64653,                0.84354,                 0.8143,                0.86964,                 0.5967,               0.022516,               0.017928,                0.03087,                      0,                0.00769,                0.00769,                0.00769
                     72,               0.021042,               0.016306,               0.021483,                      0,                 0.8441,                0.82539,                0.88221,                0.65158,                0.83708,                0.81103,                0.86632,                 0.5847,               0.022262,               0.018062,               0.030887,                      0,               0.007657,               0.007657,               0.007657
                     73,               0.020748,               0.016295,               0.021392,                      0,                0.84316,                0.83702,                0.88725,                0.65466,                0.85288,                0.81068,                0.87418,                0.59839,               0.022028,               0.017855,               0.029889,                      0,               0.007624,               0.007624,               0.007624
                     74,               0.020909,                0.01677,               0.021834,                      0,                0.85359,                0.80892,                0.88287,                 0.6567,                0.86537,                0.78797,                0.86914,                0.59565,               0.021848,               0.017572,               0.030341,                      0,               0.007591,               0.007591,               0.007591
                     75,               0.020848,               0.016333,               0.021564,                      0,                0.83934,                0.82613,                0.88281,                0.65678,                0.84984,                0.81107,                0.87417,                0.59926,               0.021658,               0.017732,               0.030672,                      0,               0.007558,               0.007558,               0.007558
                     76,               0.020368,                0.01665,               0.021579,                      0,                0.84639,                 0.8167,                 0.8856,                0.66242,                0.84393,                0.80909,                0.87444,                0.60142,               0.021808,               0.017859,               0.030426,                      0,               0.007525,               0.007525,               0.007525
                     77,               0.020511,                0.01642,               0.022434,                      0,                0.84982,                0.81093,                0.88375,                0.66059,                 0.8482,                0.80077,                0.87204,                0.60064,               0.021591,                0.01748,               0.030707,                      0,               0.007492,               0.007492,               0.007492
                     78,               0.020502,               0.016098,               0.020805,                      0,                0.83767,                0.82106,                0.87955,                0.66048,                0.83158,                0.81509,                0.86998,                0.60004,               0.022058,               0.017886,               0.031105,                      0,               0.007459,               0.007459,               0.007459
                     79,               0.020162,               0.015853,               0.020846,                      0,                0.86664,                0.79664,                0.88457,                0.65528,                0.85976,                0.79032,                0.87239,                0.59181,               0.021925,                 0.0175,               0.030856,                      0,               0.007426,               0.007426,               0.007426
                     80,               0.020222,                0.01609,               0.020706,                      0,                0.85847,                0.81815,                0.88624,                0.66277,                0.85596,                0.81208,                0.87735,                0.60064,               0.021964,                0.01775,               0.030569,                      0,               0.007393,               0.007393,               0.007393
                     81,               0.019971,               0.016034,               0.021374,                      0,                0.84978,                0.82086,                 0.8843,                0.66239,                0.85922,                0.80388,                0.87333,                0.59926,               0.021882,               0.017984,               0.030918,                      0,                0.00736,                0.00736,                0.00736
                     82,               0.020075,                0.01601,               0.021401,                      0,                0.84844,                0.82782,                0.88838,                0.66782,                 0.8476,                0.81911,                0.87999,                0.60149,               0.021612,               0.017808,               0.030446,                      0,               0.007327,               0.007327,               0.007327
                     83,               0.019899,               0.015711,               0.020298,                      0,                 0.8478,                 0.8276,                0.88744,                0.66429,                0.85751,                0.80611,                0.87563,                0.60593,               0.021759,                 0.0178,               0.030782,                      0,               0.007294,               0.007294,               0.007294
                     84,               0.019121,               0.015673,               0.020609,                      0,                0.85946,                0.81837,                0.88443,                0.66357,                 0.8511,                0.80646,                0.87095,                0.60227,               0.021596,               0.017882,               0.031452,                      0,               0.007261,               0.007261,               0.007261
