                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.088468,               0.053198,               0.043642,               0.068167,                0.72321,               0.069601,               0.047584,               0.019673,                0.72599,               0.072407,               0.049854,               0.029544,               0.062675,               0.026089,               0.035449,                0.06263,                0.07011,              0.0033211,              0.0033211
                      1,               0.062853,               0.029573,               0.037272,               0.057989,                0.76623,               0.097907,               0.078097,                0.03401,                0.37621,                0.18318,               0.088003,               0.050808,               0.057206,                0.02144,               0.031692,               0.057825,               0.040088,              0.0066325,              0.0066325
                      2,               0.058955,               0.029056,               0.034352,               0.053659,                0.50515,                 0.1596,                 0.1095,               0.046764,                0.50611,                0.15864,                0.11192,               0.071074,               0.060302,               0.034705,               0.041422,               0.055671,               0.010044,              0.0099218,              0.0099218
                      3,               0.053498,               0.029423,               0.034675,               0.047083,                0.78455,                0.17854,                0.17027,               0.082381,                0.78544,                0.18085,                0.17829,               0.098647,               0.046889,               0.024731,               0.035375,               0.048106,               0.009901,               0.009901,               0.009901
                      4,               0.048128,               0.028648,               0.034504,               0.041756,                0.84731,                0.20467,                0.25419,                0.14355,                0.85699,                0.19299,                0.25311,                0.15624,               0.038148,               0.023576,               0.032178,               0.042868,               0.009901,               0.009901,               0.009901
                      5,               0.046414,                0.02847,               0.034867,               0.038723,                0.85008,                0.20108,                0.25937,                0.12522,                0.86083,                0.20078,                0.26545,                0.13731,               0.044359,               0.023652,                0.03269,               0.039765,               0.009868,               0.009868,               0.009868
                      6,               0.044772,               0.026771,               0.034231,               0.034806,                0.70911,                0.29289,                0.30182,                0.16235,                0.70752,                0.28914,                0.29913,                0.17939,               0.038069,               0.022018,               0.031496,               0.037215,               0.009835,               0.009835,               0.009835
                      7,               0.043124,               0.026709,               0.033796,               0.032896,                0.38715,                0.36753,                0.32773,                0.17364,                0.37886,                0.35823,                0.31701,                  0.182,               0.040816,               0.024771,               0.033006,               0.035768,               0.009802,               0.009802,               0.009802
                      8,               0.042215,               0.025946,                0.03358,               0.030284,                 0.5114,                0.45196,                  0.426,                0.22557,                0.50372,                0.44062,                0.41563,                0.24223,               0.036086,               0.020442,                0.02953,               0.032845,               0.009769,               0.009769,               0.009769
                      9,               0.040137,               0.025345,               0.032134,               0.028318,                0.50139,                0.47228,                0.44684,                0.26569,                0.49664,                0.46534,                0.43831,                0.26523,               0.033695,               0.020458,               0.029696,               0.030364,               0.009736,               0.009736,               0.009736
                     10,               0.040037,               0.025444,               0.031523,               0.027316,                0.52646,                0.46198,                0.48063,                0.27234,                0.52757,                0.45388,                0.47168,                0.28674,               0.036212,               0.021607,               0.030491,               0.031166,               0.009703,               0.009703,               0.009703
                     11,               0.039343,               0.024821,               0.031726,               0.024871,                0.57197,                0.50607,                0.50521,                0.29871,                0.56735,                0.49813,                0.49832,                0.31297,               0.034031,               0.020794,               0.029111,               0.026733,                0.00967,                0.00967,                0.00967
                     12,               0.039013,               0.024461,               0.031139,               0.024226,                0.60417,                0.51225,                0.52147,                 0.3048,                0.60503,                0.51197,                0.51828,                0.33542,               0.036465,               0.021525,               0.030169,               0.025894,               0.009637,               0.009637,               0.009637
                     13,               0.038222,               0.024218,               0.031707,                0.02214,                0.62776,                0.55907,                0.57005,                0.33065,                0.63056,                0.54971,                0.56351,                 0.3754,               0.034568,               0.019837,               0.029155,               0.025684,               0.009604,               0.009604,               0.009604
