                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.081844,               0.046882,               0.045448,               0.065687,                0.56125,                0.11332,                0.05777,               0.024952,                0.62285,                0.10737,               0.061992,               0.032537,               0.063355,               0.024729,                0.03274,               0.061961,                0.07011,              0.0033211,              0.0033211
                      1,               0.061377,               0.025753,               0.035523,                0.05551,                0.58886,                0.17118,                0.11079,               0.045641,                0.59554,                0.17572,                0.12237,               0.069759,               0.052938,               0.019089,               0.027665,               0.054293,               0.040088,              0.0066325,              0.0066325
                      2,               0.057367,               0.026164,               0.032652,               0.048598,                0.54518,                0.18818,                 0.1542,               0.065967,                0.67544,                0.18305,                0.15543,               0.080831,               0.055027,               0.025519,               0.033417,               0.047583,               0.010044,              0.0099218,              0.0099218
                      3,               0.052184,                0.02671,               0.033029,               0.040692,                0.75299,                0.18882,                0.21673,                0.10036,                0.75884,                0.18567,                0.21903,                0.11876,               0.045381,               0.024531,               0.033231,               0.043886,               0.009901,               0.009901,               0.009901
                      4,               0.048077,                0.02642,               0.032616,               0.035772,                0.37783,                 0.3532,                0.29314,                0.14981,                0.37575,                0.34929,                0.29054,                0.17051,               0.041945,               0.022878,               0.031752,               0.039122,               0.009901,               0.009901,               0.009901
                      5,               0.045024,               0.026216,               0.033456,               0.032858,                0.48499,                0.41297,                0.37844,                0.22317,                0.48011,                0.40765,                 0.3713,                0.23547,               0.037462,               0.021209,               0.030497,               0.035201,               0.009868,               0.009868,               0.009868
                      6,               0.043331,               0.025184,               0.032732,               0.029979,                0.50523,                0.44389,                0.44743,                0.25555,                0.50048,                0.43425,                0.43414,                0.27549,               0.037131,               0.020737,               0.030368,               0.033074,               0.009835,               0.009835,               0.009835
                      7,               0.041856,                0.02458,               0.032363,               0.027176,                0.61377,                0.39736,                 0.4386,                0.24859,                0.62334,                0.38877,                0.42945,                0.27757,               0.038946,               0.023507,               0.033006,               0.031487,               0.009802,               0.009802,               0.009802
                      8,               0.040768,               0.023841,               0.032007,               0.024664,                0.63001,                0.50265,                0.53123,                0.31195,                0.62592,                0.49665,                 0.5295,                0.35639,               0.036196,               0.021131,               0.029483,               0.027798,               0.009769,               0.009769,               0.009769
                      9,               0.039587,               0.023362,               0.030733,               0.023073,                0.66887,                0.51262,                0.55584,                0.32808,                0.66532,                0.51598,                0.55297,                0.36329,               0.034728,                0.02007,               0.029638,               0.027164,               0.009736,               0.009736,               0.009736
