                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.098309,               0.076091,                0.04478,                0.07377,                 0.2749,               0.089773,               0.033295,               0.011805,                0.27966,                0.10018,               0.037583,               0.019804,                0.06948,               0.034042,               0.034704,               0.065723,                0.07011,              0.0033211,              0.0033211
                      1,               0.070767,               0.041391,               0.040879,               0.060287,                 0.6155,               0.077563,               0.052393,               0.019328,                 0.6196,               0.078148,               0.057622,               0.033437,               0.061152,               0.029371,               0.032426,               0.060843,               0.040088,              0.0066325,              0.0066325
                      2,               0.067233,               0.039674,               0.040452,               0.057929,                0.43234,                0.11836,               0.071538,               0.029667,                0.43923,                0.12647,               0.076173,               0.039452,               0.055105,                0.03244,                0.03431,               0.058643,               0.010044,              0.0099218,              0.0099218
                      3,               0.061753,               0.039561,               0.040392,               0.054954,                0.32031,                 0.1956,                0.10939,               0.045682,                0.32042,                0.19818,                0.11458,               0.064702,               0.053944,               0.028301,               0.032508,                0.05488,               0.009901,               0.009901,               0.009901
                      4,               0.057055,               0.036905,               0.040627,               0.051365,                0.67045,                0.15848,                0.14086,               0.057326,                0.66938,                0.15679,                0.14291,               0.083648,               0.050033,               0.027617,               0.032402,               0.053275,               0.009901,               0.009901,               0.009901
                      5,               0.054681,               0.036026,               0.039132,               0.049763,                0.35751,                 0.1989,                0.14367,               0.064875,                0.35908,                0.20272,                0.15191,               0.086629,               0.047733,               0.028496,               0.032561,                0.05172,               0.009868,               0.009868,               0.009868
                      6,               0.052892,               0.035166,               0.039633,               0.046362,                0.25312,                0.27747,                0.21272,                0.10183,                0.25356,                0.27838,                 0.2134,                0.12866,               0.044541,               0.028055,               0.030964,               0.047708,               0.009835,               0.009835,               0.009835
                      7,                0.05177,               0.035029,               0.038943,               0.044128,                0.40238,                0.23083,                0.19484,               0.085697,                0.40461,                0.23533,                0.20518,                0.11862,               0.047556,                0.02906,               0.032804,               0.046305,               0.009802,               0.009802,               0.009802
                      8,               0.050996,               0.034744,               0.039347,               0.041326,                0.81496,                0.20173,                 0.2455,                0.12822,                0.82956,                0.20104,                 0.2469,                0.15488,               0.040927,               0.024479,               0.030139,               0.043207,               0.009769,               0.009769,               0.009769
                      9,                0.04922,               0.033378,               0.036716,               0.040094,                0.32559,                0.30372,                0.27308,                0.14446,                0.32489,                0.30154,                0.27252,                0.16094,               0.039313,               0.023911,               0.030743,                0.04147,               0.009736,               0.009736,               0.009736
                     10,               0.048673,               0.032632,               0.037488,               0.038387,                0.30569,                 0.3338,                0.29016,                0.15108,                0.30763,                0.33031,                0.28792,                0.15589,               0.040061,               0.024195,                0.02933,               0.039904,               0.009703,               0.009703,               0.009703
                     11,               0.047107,               0.031807,               0.037061,               0.037006,                0.27983,                0.38356,                0.31013,                0.16466,                0.27943,                0.38271,                0.31159,                0.18597,               0.039597,               0.024268,               0.029158,               0.038437,                0.00967,                0.00967,                0.00967
                     12,               0.047133,               0.031687,               0.037175,               0.036712,                 0.3399,                0.36124,                0.33369,                0.16734,                0.34297,                0.35733,                0.33194,                0.18356,               0.041087,               0.023928,               0.029037,               0.037996,               0.009637,               0.009637,               0.009637
                     13,               0.046792,               0.031166,               0.036485,               0.034609,                0.34896,                0.36053,                0.33295,                0.17256,                0.35029,                0.36148,                0.33569,                 0.1965,               0.041732,               0.025249,               0.030613,               0.037778,               0.009604,               0.009604,               0.009604
                     14,               0.046433,               0.031879,               0.037372,               0.033781,                0.37865,                0.39017,                0.36076,                0.19572,                0.37489,                0.39007,                0.35757,                0.21418,               0.038975,               0.024025,                0.03005,               0.035285,               0.009571,               0.009571,               0.009571
                     15,               0.045545,               0.030735,               0.037026,               0.031715,                0.40892,                0.44418,                0.41547,                0.21926,                0.41845,                0.43088,                0.40976,                 0.2387,               0.039011,               0.022862,               0.028287,               0.032934,               0.009538,               0.009538,               0.009538
                     16,               0.044747,               0.030698,               0.034489,               0.031826,                0.43099,                0.40366,                 0.3978,                0.21886,                 0.4256,                0.39746,                0.39392,                0.22752,               0.037746,               0.023748,               0.030377,               0.035315,               0.009505,               0.009505,               0.009505
                     17,               0.045005,                 0.0318,               0.037298,               0.030602,                0.49292,                0.42855,                0.43809,                0.24771,                0.51014,                0.42414,                0.43892,                0.27078,               0.036371,               0.023382,               0.029188,               0.032205,               0.009472,               0.009472,               0.009472
                     18,               0.044655,               0.030058,               0.035931,                0.03014,                0.43196,                0.47495,                0.44269,                0.24525,                 0.4388,                0.47845,                0.45272,                0.27795,               0.037616,               0.023009,               0.028812,               0.031361,               0.009439,               0.009439,               0.009439
                     19,               0.044106,               0.030641,               0.035963,               0.029032,                 0.4878,                0.46687,                0.47117,                0.25846,                0.48827,                0.46685,                0.47331,                0.28371,               0.036579,               0.022479,                 0.0283,               0.031304,               0.009406,               0.009406,               0.009406
                     20,               0.044092,               0.030434,                  0.036,               0.028734,                0.51126,                 0.4568,                0.46833,                0.26405,                0.50993,                0.45392,                0.46597,                0.27954,               0.036871,               0.023402,               0.028096,               0.029663,               0.009373,               0.009373,               0.009373
                     21,               0.043812,                0.03015,               0.035582,               0.027389,                0.51486,                 0.4716,                0.47193,                0.27226,                0.53005,                0.47138,                0.48077,                0.30337,               0.037059,                0.02257,                0.02846,                0.02948,                0.00934,                0.00934,                0.00934
                     22,               0.043519,               0.029679,               0.035587,               0.026471,                0.50673,                0.49996,                0.52831,                0.29338,                0.51138,                0.49727,                0.52821,                0.34044,               0.036948,               0.021795,               0.027716,               0.027745,               0.009307,               0.009307,               0.009307
                     23,               0.043188,               0.029396,               0.035409,               0.026617,                0.60055,                0.47515,                0.52781,                0.28747,                0.62927,                0.47846,                0.54476,                0.33687,               0.037307,               0.022266,               0.029205,               0.027718,               0.009274,               0.009274,               0.009274
                     24,               0.042917,               0.028884,               0.035009,               0.025837,                0.56585,                0.50946,                0.55339,                0.31878,                0.56926,                0.51092,                0.55569,                0.34642,               0.035301,               0.021522,               0.028409,               0.026003,               0.009241,               0.009241,               0.009241
                     25,               0.042394,                0.02922,               0.034421,               0.025129,                0.58222,                0.51781,                0.54157,                0.30369,                0.59628,                0.51101,                0.54509,                0.33561,               0.035983,               0.022381,               0.028113,               0.026081,               0.009208,               0.009208,               0.009208
                     26,               0.042107,               0.029197,               0.035624,               0.024346,                0.60587,                 0.5163,                0.55914,                0.31132,                0.61508,                0.52608,                0.56958,                0.36388,               0.034907,               0.022026,                0.02787,               0.025265,               0.009175,               0.009175,               0.009175
                     27,               0.042216,               0.029219,               0.034987,               0.024196,                0.67065,                0.50691,                 0.5734,                0.32396,                0.67225,                0.51223,                0.57959,                0.36163,               0.034468,               0.022222,               0.027873,               0.024068,               0.009142,               0.009142,               0.009142
                     28,               0.041995,               0.029297,               0.034916,               0.023293,                0.63806,                0.53831,                0.57243,                0.32308,                0.64388,                0.54341,                 0.5784,                0.37347,               0.034977,               0.021878,               0.027523,                0.02445,               0.009109,               0.009109,               0.009109
                     29,                 0.0416,                0.02879,               0.035033,               0.022711,                0.61738,                0.56685,                0.60083,                0.33787,                 0.6214,                0.55357,                0.59628,                0.37908,               0.034986,               0.022162,                0.02852,                0.02352,               0.009076,               0.009076,               0.009076
                     30,               0.041522,               0.029149,                0.03587,               0.022194,                0.69019,                0.53514,                0.59121,                0.33162,                0.69149,                0.53724,                0.59387,                0.36152,               0.035127,               0.021816,               0.027629,               0.023861,               0.009043,               0.009043,               0.009043
                     31,               0.041086,               0.028811,               0.035176,               0.021583,                0.67049,                0.53843,                0.60142,                0.32584,                0.67352,                0.54626,                0.60676,                0.38836,               0.035574,               0.021914,               0.027401,               0.022106,                0.00901,                0.00901,                0.00901
                     32,                 0.0411,                0.02819,               0.033417,               0.021958,                 0.7156,                0.55166,                0.61708,                 0.3568,                0.71694,                0.55039,                0.61317,                 0.3767,               0.035483,               0.021811,               0.027456,               0.021324,               0.008977,               0.008977,               0.008977
                     33,               0.041116,               0.028058,               0.034292,               0.020401,                0.70575,                0.52112,                0.58562,                0.32598,                0.70759,                0.52093,                0.58689,                0.37149,               0.034973,               0.022523,               0.028227,               0.021352,               0.008944,               0.008944,               0.008944
                     34,               0.040189,               0.027789,               0.033026,               0.020891,                0.69292,                0.57063,                0.62231,                0.35714,                0.69168,                 0.5664,                 0.6161,                0.39149,               0.034519,               0.021706,                0.02755,               0.022215,               0.008911,               0.008911,               0.008911
                     35,               0.040538,               0.027496,               0.032863,               0.021114,                0.72051,                0.54523,                0.61975,                0.35472,                0.72763,                  0.547,                0.62114,                0.39573,               0.034957,               0.021808,               0.027776,               0.022015,               0.008878,               0.008878,               0.008878
                     36,               0.040553,               0.027981,               0.033516,               0.020554,                0.70835,                0.56973,                0.63445,                0.36342,                0.71409,                0.56479,                 0.6288,                0.38474,               0.033653,               0.021378,                0.02711,               0.022007,               0.008845,               0.008845,               0.008845
                     37,               0.040179,               0.027664,               0.033449,               0.019723,                0.68425,                0.55659,                0.62595,                0.36055,                0.67466,                0.56507,                0.62469,                 0.3954,               0.033823,               0.021616,                0.02743,               0.021231,               0.008812,               0.008812,               0.008812
                     38,               0.040279,               0.028288,               0.034437,               0.019633,                0.67848,                 0.5764,                0.63379,                0.37421,                0.68345,                 0.5702,                0.63101,                0.39537,               0.033219,               0.021607,                0.02705,               0.020426,               0.008779,               0.008779,               0.008779
                     39,               0.039618,               0.027623,               0.033409,               0.019535,                0.76421,                0.54299,                0.64009,                0.38738,                0.76338,                0.54252,                0.63949,                0.41118,               0.032364,               0.020655,               0.026682,               0.020251,               0.008746,               0.008746,               0.008746
                     40,               0.039299,               0.027813,               0.033223,                 0.0195,                0.72864,                0.58122,                0.64679,                0.37538,                0.73096,                0.58762,                0.64874,                0.41964,               0.033798,               0.021417,               0.027106,               0.020524,               0.008713,               0.008713,               0.008713
                     41,               0.039554,               0.027586,                0.03386,               0.018547,                0.74201,                0.57769,                0.65897,                0.40139,                0.76053,                0.56842,                0.65188,                0.41992,               0.033073,               0.021467,               0.027192,               0.019533,                0.00868,                0.00868,                0.00868
                     42,               0.039969,               0.028132,               0.033515,               0.018649,                0.73775,                0.59605,                0.66471,                0.39601,                0.74713,                 0.5938,                0.66507,                0.43524,               0.033177,               0.021222,               0.026882,               0.019044,               0.008647,               0.008647,               0.008647
                     43,               0.038939,               0.026977,               0.032524,               0.018409,                0.73001,                0.58538,                0.66911,                0.39615,                0.72945,                0.58525,                0.66661,                0.42103,               0.032899,               0.020877,               0.027173,               0.019142,               0.008614,               0.008614,               0.008614
                     44,               0.039317,               0.027345,               0.033449,               0.018579,                0.76268,                0.60171,                 0.6736,                0.40768,                0.77085,                0.60246,                0.67488,                0.43744,               0.032763,               0.020545,               0.026633,               0.018649,               0.008581,               0.008581,               0.008581
                     45,               0.038765,               0.026633,               0.032518,               0.017891,                0.76137,                0.58201,                0.65901,                 0.3968,                0.75775,                0.57912,                0.65399,                0.41908,               0.032486,               0.020932,               0.026531,               0.019382,               0.008548,               0.008548,               0.008548
                     46,               0.039089,               0.027182,               0.034233,               0.017355,                0.75458,                0.59285,                0.67893,                 0.4127,                0.73179,                0.62103,                0.67917,                0.43131,               0.031793,               0.021171,               0.026398,               0.019217,               0.008515,               0.008515,               0.008515
                     47,               0.038208,               0.026975,               0.032056,               0.017705,                0.73665,                0.58386,                0.64995,                 0.3989,                  0.738,                0.57923,                0.64514,                0.41156,               0.031844,               0.021114,               0.027159,               0.019804,               0.008482,               0.008482,               0.008482
                     48,               0.038587,               0.027377,               0.032945,               0.016879,                0.67102,                0.63699,                0.69058,                0.42256,                0.67358,                0.63933,                0.68694,                0.44336,               0.032182,                0.02071,               0.026718,               0.018183,               0.008449,               0.008449,               0.008449
                     49,               0.038923,               0.027032,                0.03243,               0.017104,                0.63827,                 0.6278,                0.68265,                0.40942,                0.63524,                0.62329,                 0.6784,                0.44709,               0.032564,               0.020855,                0.02701,               0.018175,               0.008416,               0.008416,               0.008416
                     50,               0.038762,               0.026883,                0.03286,               0.016491,                0.73001,                 0.6092,                0.67503,                0.41905,                0.72819,                0.60759,                0.67056,                 0.4343,               0.032142,               0.020896,                0.02651,               0.017386,               0.008383,               0.008383,               0.008383
                     51,                0.03842,                 0.0268,               0.033947,               0.016487,                0.69908,                0.64373,                0.69566,                0.43091,                0.71877,                0.63294,                0.68612,                 0.4593,               0.031649,               0.020618,               0.026213,               0.017538,                0.00835,                0.00835,                0.00835
                     52,               0.037919,               0.026603,               0.032071,                0.01663,                0.75425,                0.62278,                0.67748,                0.42046,                0.75978,                0.61996,                0.67776,                 0.4404,               0.031129,               0.020707,               0.026168,               0.018217,               0.008317,               0.008317,               0.008317
                     53,               0.038432,               0.027046,               0.033552,               0.016302,                 0.7151,                0.63616,                0.69831,                0.41931,                0.70695,                0.62943,                0.68936,                0.43653,               0.031842,               0.020969,                0.02641,               0.017574,               0.008284,               0.008284,               0.008284
