               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11544,            0.090519,                   0,           0.0047917,            0.090551,           0.0043161,           0.0010858,             0.10323,            0.078187,                   0,            0.068638,           0.0010703,           0.0010703
                   1,              0.1061,            0.080792,                   0,             0.11134,             0.18799,            0.053869,            0.013918,            0.093698,            0.078913,                   0,            0.036395,           0.0021605,           0.0021605
                   2,            0.098308,            0.077892,                   0,             0.13678,             0.20276,            0.073805,            0.020835,             0.08623,            0.099661,                   0,           0.0041417,           0.0032408,           0.0032408
                   3,            0.089533,            0.074688,                   0,             0.18062,             0.31398,             0.13284,            0.037203,            0.078787,            0.093223,                   0,           0.0032554,           0.0032554,           0.0032554
                   4,            0.081099,            0.069565,                   0,             0.25825,             0.39409,             0.21519,            0.061148,            0.069518,            0.074059,                   0,           0.0032554,           0.0032554,           0.0032554
                   5,            0.078082,            0.073249,                   0,             0.30312,             0.38386,             0.25974,            0.080642,            0.070408,            0.072373,                   0,           0.0032406,           0.0032406,           0.0032406
                   6,            0.074028,            0.078255,                   0,             0.29656,             0.42815,             0.25557,            0.085762,            0.066349,            0.069885,                   0,           0.0032257,           0.0032257,           0.0032257
                   7,             0.07148,            0.065597,                   0,             0.47196,             0.47244,             0.42761,             0.15734,            0.060944,            0.064021,                   0,           0.0032109,           0.0032109,           0.0032109
                   8,            0.069879,            0.069294,                   0,             0.42655,             0.47954,              0.4025,              0.1478,            0.058958,            0.063201,                   0,            0.003196,            0.003196,            0.003196
                   9,            0.069377,            0.077027,                   0,             0.46045,             0.50591,             0.44437,             0.15466,             0.05877,            0.061768,                   0,           0.0031812,           0.0031812,           0.0031812
                  10,            0.067088,            0.076256,                   0,              0.4685,             0.46949,             0.45096,             0.15691,             0.05919,            0.059586,                   0,           0.0031663,           0.0031663,           0.0031663
                  11,            0.066843,            0.077407,                   0,             0.61979,             0.52264,             0.56246,             0.20161,            0.056322,            0.060741,                   0,           0.0031515,           0.0031515,           0.0031515
                  12,            0.064709,            0.075812,                   0,             0.62689,             0.52754,             0.56537,             0.20682,            0.055769,            0.058637,                   0,           0.0031366,           0.0031366,           0.0031366
                  13,             0.06344,             0.06929,                   0,             0.60902,             0.57647,             0.59446,             0.21071,            0.054731,            0.060609,                   0,           0.0031218,           0.0031218,           0.0031218
                  14,            0.062475,            0.078474,                   0,             0.57698,             0.56201,             0.56706,             0.21202,            0.056065,            0.058743,                   0,           0.0031069,           0.0031069,           0.0031069
                  15,            0.060415,              0.0646,                   0,             0.54435,             0.53346,             0.52795,             0.19703,             0.05468,            0.057775,                   0,           0.0030921,           0.0030921,           0.0030921
                  16,            0.062254,             0.06633,                   0,             0.64853,             0.57283,             0.60886,             0.23784,            0.053218,             0.05798,                   0,           0.0030773,           0.0030773,           0.0030773
                  17,            0.060581,            0.071888,                   0,             0.63063,             0.57302,             0.58924,              0.2321,            0.053462,             0.05762,                   0,           0.0030624,           0.0030624,           0.0030624
                  18,            0.060887,            0.070517,                   0,             0.60147,             0.55709,             0.59562,             0.22196,            0.054465,            0.057401,                   0,           0.0030475,           0.0030475,           0.0030475
                  19,            0.059585,            0.062645,                   0,             0.65891,             0.55906,             0.61379,             0.22479,            0.054439,            0.057105,                   0,           0.0030327,           0.0030327,           0.0030327
                  20,            0.058441,            0.069886,                   0,             0.60328,             0.60169,             0.61059,             0.23404,            0.053832,            0.058063,                   0,           0.0030178,           0.0030178,           0.0030178
                  21,            0.059675,            0.063318,                   0,             0.63757,             0.58465,             0.60348,             0.24821,            0.052342,            0.058666,                   0,            0.003003,            0.003003,            0.003003
                  22,            0.058719,            0.069214,                   0,             0.64353,             0.58169,             0.61434,              0.2501,            0.052158,            0.058736,                   0,           0.0029881,           0.0029881,           0.0029881
                  23,             0.05557,            0.066405,                   0,             0.66561,             0.57185,             0.61515,             0.25424,            0.052603,            0.057047,                   0,           0.0029733,           0.0029733,           0.0029733
                  24,             0.05835,            0.072524,                   0,             0.66811,             0.56594,             0.62675,             0.24637,            0.053301,            0.057083,                   0,           0.0029585,           0.0029585,           0.0029585
                  25,            0.056491,            0.062133,                   0,             0.62683,             0.56299,             0.60765,              0.2461,            0.053765,            0.057382,                   0,           0.0029436,           0.0029436,           0.0029436
                  26,            0.056727,            0.072457,                   0,             0.63099,             0.58858,             0.62342,             0.23585,             0.05363,            0.058769,                   0,           0.0029287,           0.0029287,           0.0029287
                  27,            0.055785,             0.06495,                   0,             0.63843,              0.5748,             0.62602,             0.24563,            0.053229,            0.059138,                   0,           0.0029139,           0.0029139,           0.0029139
                  28,            0.055174,            0.056232,                   0,             0.61974,             0.57677,             0.62421,             0.24091,            0.053239,            0.058557,                   0,            0.002899,            0.002899,            0.002899
                  29,            0.056169,            0.066849,                   0,             0.65374,              0.5748,             0.62495,             0.24398,            0.053862,            0.057892,                   0,           0.0028842,           0.0028842,           0.0028842
                  30,            0.056058,            0.059053,                   0,             0.68111,             0.58653,              0.6378,             0.25986,            0.052212,            0.057143,                   0,           0.0028693,           0.0028693,           0.0028693
                  31,            0.053429,            0.060381,                   0,             0.66825,             0.59843,             0.64059,             0.24888,            0.052813,            0.057654,                   0,           0.0028545,           0.0028545,           0.0028545
                  32,            0.054855,            0.069384,                   0,             0.63358,             0.58071,             0.60584,              0.2187,            0.055075,            0.057438,                   0,           0.0028396,           0.0028396,           0.0028396
                  33,            0.055076,            0.069167,                   0,             0.61603,             0.59848,             0.62561,             0.24474,            0.054268,            0.058097,                   0,           0.0028248,           0.0028248,           0.0028248
                  34,            0.053935,            0.073746,                   0,             0.68548,             0.59547,             0.64524,             0.25858,            0.052088,            0.057329,                   0,           0.0028099,           0.0028099,           0.0028099
                  35,            0.053404,            0.063066,                   0,              0.6785,             0.60728,              0.6485,             0.26247,            0.051659,            0.057192,                   0,           0.0027951,           0.0027951,           0.0027951
                  36,            0.052641,            0.066224,                   0,             0.65984,             0.59758,             0.62354,             0.25153,            0.052379,            0.057753,                   0,           0.0027802,           0.0027802,           0.0027802
                  37,            0.052462,            0.063708,                   0,             0.67186,              0.5945,             0.63643,             0.25486,            0.052877,            0.058263,                   0,           0.0027654,           0.0027654,           0.0027654
                  38,            0.052168,            0.070605,                   0,             0.69094,             0.57185,             0.63347,             0.24636,            0.053266,            0.058175,                   0,           0.0027505,           0.0027505,           0.0027505
                  39,            0.052735,            0.066569,                   0,             0.67231,             0.58858,              0.6334,             0.24959,            0.053115,            0.057606,                   0,           0.0027357,           0.0027357,           0.0027357
                  40,            0.053123,            0.062749,                   0,              0.6949,             0.60827,             0.66203,              0.2717,            0.051174,            0.057944,                   0,           0.0027208,           0.0027208,           0.0027208
                  41,            0.052575,            0.057247,                   0,             0.65678,             0.59646,             0.63293,             0.24944,            0.052772,            0.058961,                   0,            0.002706,            0.002706,            0.002706
                  42,             0.05267,            0.066061,                   0,             0.63595,             0.61024,             0.63047,             0.26451,            0.051718,            0.058111,                   0,           0.0026911,           0.0026911,           0.0026911
                  43,            0.051699,             0.06214,                   0,              0.6601,             0.60138,             0.63653,             0.26115,            0.052163,            0.058812,                   0,           0.0026763,           0.0026763,           0.0026763
                  44,            0.050908,            0.057459,                   0,             0.67939,             0.57972,             0.62936,             0.25291,            0.052975,            0.058512,                   0,           0.0026615,           0.0026615,           0.0026615
