                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.083865,               0.049273,                0.04612,               0.066959,                0.80142,                0.08106,               0.065449,               0.029664,                0.80207,                0.08131,               0.068676,               0.042722,               0.054061,               0.022179,               0.034632,                0.06183,                0.07011,              0.0033211,              0.0033211
                      1,               0.062178,               0.027711,               0.036505,               0.056613,                0.52254,                0.18635,                0.10502,               0.044282,                0.52576,                0.19089,                0.10921,               0.063868,               0.055554,                0.02073,               0.028984,               0.056489,               0.040088,              0.0066325,              0.0066325
                      2,               0.058456,               0.027148,               0.033446,                0.05119,                0.55914,                 0.1448,                0.11529,               0.054173,                0.55882,                0.14408,                 0.1146,               0.071376,                0.05835,               0.032841,               0.041757,               0.053063,               0.010044,              0.0099218,              0.0099218
                      3,               0.052713,               0.027539,               0.033711,                0.04295,                0.81087,                0.21522,                0.22813,                0.11478,                0.81415,                0.21584,                0.23369,                0.12864,               0.043716,               0.021757,               0.032171,               0.043068,               0.009901,               0.009901,               0.009901
                      4,               0.047445,               0.027773,               0.033669,               0.037705,                0.34761,                0.28965,                0.25423,                0.13612,                0.34781,                0.29012,                0.25729,                0.16287,               0.042121,                0.02552,               0.033732,               0.040045,               0.009901,               0.009901,               0.009901
                      5,                0.04499,               0.027892,               0.034923,               0.035535,                0.45219,                0.27933,                 0.2666,                0.14774,                  0.423,                 0.2741,                0.26212,                0.15972,               0.042498,               0.027864,               0.037525,               0.038748,               0.009868,               0.009868,               0.009868
                      6,               0.044475,                0.02625,               0.033684,               0.031846,                0.53863,                0.34422,                0.33442,                0.18781,                0.54663,                0.33323,                 0.3303,                0.20585,               0.040466,               0.024087,               0.034827,               0.035419,               0.009835,               0.009835,               0.009835
                      7,               0.042083,               0.025526,               0.033064,               0.030054,                0.59924,                0.36232,                0.40544,                0.23117,                0.59524,                 0.3638,                 0.4026,                0.26048,               0.038413,               0.022699,               0.033452,               0.033771,               0.009802,               0.009802,               0.009802
                      8,               0.041379,               0.024917,               0.032841,               0.027109,                0.57249,                0.44653,                  0.473,                0.25728,                0.60393,                  0.436,                0.46877,                0.29588,               0.036711,               0.021346,               0.029387,               0.029292,               0.009769,               0.009769,               0.009769
                      9,               0.040542,               0.023755,               0.031065,               0.025281,                0.49553,                0.51717,                0.49657,                0.27892,                0.49339,                0.52087,                0.48868,                0.31664,               0.035898,               0.020312,               0.029526,               0.029179,               0.009736,               0.009736,               0.009736
                     10,               0.039721,               0.023791,               0.030434,               0.023631,                0.59074,                0.55038,                0.55223,                  0.321,                0.58775,                0.55069,                0.55096,                0.36652,               0.036078,               0.020411,               0.029053,               0.025304,               0.009703,               0.009703,               0.009703
                     11,               0.038577,               0.023746,               0.030738,               0.021817,                0.63631,                 0.5604,                 0.5743,                0.32961,                0.65064,                0.54809,                0.56806,                0.34707,               0.034286,               0.021103,               0.028966,               0.024875,                0.00967,                0.00967,                0.00967
                     12,               0.037982,               0.023459,               0.030136,               0.021211,                0.68806,                0.57822,                0.61357,                 0.3649,                0.67328,                0.58467,                0.60657,                0.38285,               0.033426,               0.019877,               0.028941,               0.022816,               0.009637,               0.009637,               0.009637
                     13,               0.037524,               0.023376,               0.030794,               0.019332,                0.68403,                0.56072,                0.60122,                0.35207,                0.68357,                0.55871,                0.59977,                0.36565,               0.034919,               0.020455,               0.029412,               0.023516,               0.009604,               0.009604,               0.009604
                     14,               0.037256,               0.022788,               0.030335,               0.018514,                0.65125,                 0.6161,                0.63733,                0.38617,                0.69398,                0.55195,                0.60967,                 0.3945,               0.032356,               0.019233,               0.028073,               0.021115,               0.009571,               0.009571,               0.009571
                     15,               0.036203,               0.021916,               0.029597,               0.017448,                0.72874,                 0.6137,                0.67659,                0.41368,                0.72113,                0.60548,                0.66326,                0.42213,               0.032189,               0.019183,               0.028057,               0.019796,               0.009538,               0.009538,               0.009538
                     16,               0.035216,               0.021569,               0.029046,               0.016854,                0.68607,                0.61283,                0.64469,                0.39803,                0.68454,                0.60884,                0.64291,                0.41444,               0.031971,               0.019116,               0.028203,               0.020738,               0.009505,               0.009505,               0.009505
                     17,               0.035281,                0.02202,               0.029724,               0.016325,                 0.7154,                0.62752,                0.68329,                0.42192,                0.71769,                   0.62,                0.67859,                0.44987,               0.031506,               0.018736,               0.028009,                0.01952,               0.009472,               0.009472,               0.009472
                     18,               0.034655,               0.021749,               0.028656,               0.015768,                0.69646,                0.62283,                0.65961,                0.40783,                0.72726,                 0.6052,                0.65523,                0.42899,               0.030208,               0.018353,                0.02833,               0.019351,               0.009439,               0.009439,               0.009439
                     19,               0.034165,               0.021622,               0.028997,               0.014924,                0.74391,                0.64043,                0.68877,                0.43145,                0.74193,                0.63595,                0.68413,                  0.469,               0.030983,               0.018734,               0.028039,               0.019572,               0.009406,               0.009406,               0.009406
                     20,               0.034461,               0.021164,               0.028774,               0.015003,                0.74547,                0.58496,                 0.6892,                0.42331,                0.74111,                0.58051,                0.68139,                0.46364,               0.031548,               0.019186,               0.028173,               0.020791,               0.009373,               0.009373,               0.009373
                     21,               0.033605,                0.02127,               0.029226,               0.014435,                0.72526,                0.65413,                0.70734,                 0.4582,                 0.7291,                0.64379,                0.69945,                0.47542,               0.029957,               0.019125,               0.027184,               0.018902,                0.00934,                0.00934,                0.00934
                     22,               0.033534,               0.021174,               0.028043,               0.013917,                0.74255,                0.62713,                0.71706,                0.47834,                0.62623,                0.71305,                0.71124,                0.49659,               0.029843,               0.019016,               0.027625,               0.019378,               0.009307,               0.009307,               0.009307
                     23,               0.033001,               0.020669,               0.028114,               0.013528,                0.69051,                0.69595,                0.70442,                0.44815,                 0.6884,                0.69457,                0.70226,                0.48748,               0.031048,                0.01814,               0.027706,               0.016553,               0.009274,               0.009274,               0.009274
                     24,               0.032594,               0.020608,                0.02686,               0.013332,                0.69274,                0.71587,                0.71902,                0.46398,                0.68568,                0.71071,                 0.7133,                0.48624,               0.029275,               0.017879,                0.02687,               0.016688,               0.009241,               0.009241,               0.009241
                     25,                0.03199,               0.020415,               0.027223,               0.012447,                0.73761,                0.66231,                0.71482,                0.45139,                0.73446,                0.65495,                0.70295,                0.47447,               0.030126,               0.018006,               0.028191,               0.018357,               0.009208,               0.009208,               0.009208
