                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,               0.082151,               0.046247,               0.046741,                      0,                0.47302,                0.54051,                0.48289,                0.19818,                0.49109,                0.54716,                0.50233,                0.31924,               0.058054,               0.022447,               0.031699,                      0,                0.07011,              0.0033211,              0.0033211
                      1,               0.059624,               0.026428,               0.038874,                      0,                0.48986,                0.60639,                0.58294,                0.25255,                0.49019,                0.61893,                0.58882,                0.37958,               0.050776,               0.020138,               0.030096,                      0,               0.040088,              0.0066325,              0.0066325
                      2,                0.05361,               0.026698,               0.037681,                      0,                0.72704,                0.52089,                0.58512,                0.32619,                0.71738,                0.52191,                0.58207,                0.37582,                 0.0484,               0.029211,               0.040833,                      0,               0.010044,              0.0099218,              0.0099218
                      3,               0.048898,               0.027769,               0.037456,                      0,                0.80722,                0.72655,                0.78768,                0.44046,                0.80399,                0.72781,                0.78712,                0.51996,               0.039461,               0.023108,               0.031085,                      0,               0.009901,               0.009901,               0.009901
                      4,               0.043718,                 0.0269,                0.03792,                      0,                 0.8071,                0.67337,                0.74763,                0.42005,                0.81312,                0.67839,                0.74933,                0.49217,               0.038992,               0.025528,               0.034895,                      0,               0.009901,               0.009901,               0.009901
                      5,               0.042599,                 0.0269,                0.03666,                      0,                0.80233,                0.71231,                0.77708,                0.47295,                 0.8169,                0.70771,                0.78001,                0.51651,               0.036259,               0.023192,               0.032486,                      0,               0.009868,               0.009868,               0.009868
                      6,               0.039626,               0.025269,               0.036311,                      0,                0.83465,                0.72236,                0.81248,                0.51667,                0.83718,                0.72561,                0.80951,                0.51446,               0.033717,               0.024683,               0.030917,                      0,               0.009835,               0.009835,               0.009835
                      7,               0.038999,               0.025829,               0.036006,                      0,                 0.8451,                0.79188,                0.87454,                0.54991,                0.84797,                0.79355,                0.87459,                0.58881,                0.03299,               0.019445,               0.027408,                      0,               0.009802,               0.009802,               0.009802
                      8,               0.037895,               0.024918,               0.035713,                      0,                0.82541,                0.76968,                0.83838,                0.54189,                 0.8227,                0.76366,                0.83691,                0.55616,               0.032046,               0.021211,               0.029115,                      0,               0.009769,               0.009769,               0.009769
                      9,               0.035985,               0.024265,               0.033084,                      0,                0.84325,                0.80402,                0.86921,                0.57729,                0.84356,                0.79932,                0.86066,                0.54993,               0.029761,                0.01928,               0.027265,                      0,               0.009736,               0.009736,               0.009736
                     10,               0.035658,               0.024072,               0.033746,                      0,                0.83396,                0.79293,                0.85912,                0.55533,                0.83021,                0.78559,                0.84917,                0.53211,               0.030158,                0.02028,               0.028181,                      0,               0.009703,               0.009703,               0.009703
                     11,               0.034623,               0.023956,               0.033448,                      0,                0.85014,                0.80058,                0.87278,                0.56432,                0.86147,                0.79523,                0.87022,                0.56159,               0.031162,               0.019517,               0.027259,                      0,                0.00967,                0.00967,                0.00967
                     12,               0.034298,               0.022897,               0.033004,                      0,                0.85058,                0.76521,                0.85353,                0.55743,                 0.8457,                0.76202,                0.84117,                0.54129,               0.030736,               0.020342,               0.029138,                      0,               0.009637,               0.009637,               0.009637
                     13,               0.034164,               0.023083,                0.03267,                      0,                0.85207,                 0.8056,                0.87878,                0.58901,                0.85138,                0.80603,                0.87641,                0.58892,               0.027962,               0.018301,               0.027195,                      0,               0.009604,               0.009604,               0.009604
