               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1165,             0.09055,                   0,           0.0028311,            0.061024,              0.0016,          0.00044279,             0.10681,            0.076397,                   0,            0.067924,          0.00035676,          0.00035676
                   1,             0.11053,            0.082087,                   0,           0.0069406,             0.14961,           0.0069536,           0.0016256,             0.10035,            0.079412,                   0,            0.034954,          0.00072017,          0.00072017
                   2,             0.10612,            0.084927,                   0,            0.082382,             0.21654,            0.045567,            0.010657,            0.092807,            0.079327,                   0,           0.0019812,           0.0010803,           0.0010803
                   3,             0.10081,            0.080512,                   0,             0.11302,             0.18504,            0.068636,            0.016329,            0.088649,            0.086862,                   0,           0.0010852,           0.0010852,           0.0010852
                   4,            0.091844,             0.07588,                   0,             0.12804,             0.22504,            0.090356,            0.025359,            0.077523,             0.08654,                   0,           0.0010852,           0.0010852,           0.0010852
                   5,            0.087248,            0.075799,                   0,             0.21379,             0.35728,             0.16603,            0.042028,            0.074611,            0.080827,                   0,           0.0010802,           0.0010802,           0.0010802
                   6,            0.081657,            0.080607,                   0,             0.37392,             0.38878,             0.29668,            0.086787,            0.070218,            0.074936,                   0,           0.0010753,           0.0010753,           0.0010753
                   7,            0.078645,            0.068068,                   0,              0.3092,              0.4065,             0.26454,             0.08188,             0.06502,             0.06854,                   0,           0.0010703,           0.0010703,           0.0010703
                   8,            0.075269,            0.072525,                   0,             0.33355,             0.45374,             0.30249,            0.099592,            0.061944,            0.068235,                   0,           0.0010654,           0.0010654,           0.0010654
                   9,            0.072896,            0.080734,                   0,              0.4728,             0.47736,             0.43342,             0.14878,            0.060714,            0.067457,                   0,           0.0010604,           0.0010604,           0.0010604
                  10,            0.070087,            0.080327,                   0,             0.48028,             0.45866,              0.4474,             0.15663,            0.060275,            0.066438,                   0,           0.0010554,           0.0010554,           0.0010554
                  11,            0.070187,            0.081286,                   0,             0.64047,             0.44886,             0.52019,             0.19445,            0.058583,            0.063022,                   0,           0.0010505,           0.0010505,           0.0010505
                  12,            0.067843,            0.079081,                   0,             0.55436,             0.49016,              0.4891,             0.18182,             0.05852,            0.063111,                   0,           0.0010455,           0.0010455,           0.0010455
                  13,            0.066686,            0.073381,                   0,             0.59363,             0.48228,               0.535,             0.19791,            0.056506,            0.062382,                   0,           0.0010406,           0.0010406,           0.0010406
                  14,            0.065649,            0.082107,                   0,             0.58485,             0.49114,              0.5268,             0.18905,            0.057448,            0.062586,                   0,           0.0010357,           0.0010357,           0.0010357
                  15,            0.063926,            0.068148,                   0,             0.62492,             0.50344,             0.54713,             0.21064,            0.055863,             0.06164,                   0,           0.0010307,           0.0010307,           0.0010307
                  16,            0.065392,            0.069553,                   0,             0.59056,             0.51083,             0.54055,              0.2036,            0.055984,            0.061426,                   0,           0.0010257,           0.0010257,           0.0010257
                  17,            0.064117,            0.074932,                   0,             0.63232,             0.53445,             0.57727,             0.22275,              0.0545,            0.060858,                   0,           0.0010208,           0.0010208,           0.0010208
                  18,            0.064328,            0.073987,                   0,             0.65005,             0.51378,             0.57028,              0.2144,            0.055169,            0.059865,                   0,           0.0010158,           0.0010158,           0.0010158
                  19,            0.062999,            0.066296,                   0,             0.66483,             0.52321,             0.58111,             0.23167,            0.054974,            0.059679,                   0,           0.0010109,           0.0010109,           0.0010109
                  20,            0.061446,            0.073503,                   0,             0.60982,              0.5187,             0.55838,             0.19303,            0.056146,            0.059704,                   0,            0.001006,            0.001006,            0.001006
                  21,            0.062969,            0.066705,                   0,             0.65983,             0.54035,             0.59388,             0.23749,            0.053975,            0.058867,                   0,            0.001001,            0.001001,            0.001001
                  22,            0.062246,            0.073499,                   0,             0.66361,             0.54561,             0.59658,             0.23844,            0.053517,            0.059008,                   0,          0.00099605,          0.00099605,          0.00099605
                  23,            0.059276,            0.070157,                   0,             0.62731,              0.5699,             0.60103,             0.23887,            0.053674,            0.058938,                   0,           0.0009911,           0.0009911,           0.0009911
                  24,            0.061763,             0.07601,                   0,             0.61037,             0.55198,             0.58474,             0.22239,            0.054341,             0.05839,                   0,          0.00098615,          0.00098615,          0.00098615
                  25,            0.060115,            0.065494,                   0,             0.64545,             0.56988,             0.61002,              0.2431,            0.053422,            0.058395,                   0,           0.0009812,           0.0009812,           0.0009812
                  26,            0.060107,            0.076245,                   0,             0.64294,             0.56714,             0.60682,             0.22259,            0.054798,            0.058641,                   0,          0.00097625,          0.00097625,          0.00097625
                  27,            0.059678,            0.068677,                   0,             0.65805,             0.57087,             0.61776,             0.23621,            0.053791,            0.058276,                   0,           0.0009713,           0.0009713,           0.0009713
                  28,            0.059059,            0.060179,                   0,             0.68348,             0.56594,             0.62787,             0.25534,            0.052164,            0.057913,                   0,          0.00096635,          0.00096635,          0.00096635
                  29,            0.060066,            0.071446,                   0,             0.64522,             0.55906,             0.60939,             0.23137,            0.054123,            0.059225,                   0,           0.0009614,           0.0009614,           0.0009614
                  30,            0.059832,            0.062665,                   0,             0.65947,             0.57087,             0.61993,              0.2508,            0.052391,            0.057791,                   0,          0.00095645,          0.00095645,          0.00095645
                  31,            0.057507,            0.064476,                   0,             0.67139,             0.57514,             0.63431,              0.2561,            0.052255,            0.057641,                   0,           0.0009515,           0.0009515,           0.0009515
                  32,            0.059108,            0.073174,                   0,             0.67725,             0.56496,             0.63157,             0.25159,            0.052603,            0.058212,                   0,          0.00094655,          0.00094655,          0.00094655
                  33,            0.058597,            0.073252,                   0,             0.68092,             0.58563,             0.64218,             0.25782,            0.052265,            0.057821,                   0,           0.0009416,           0.0009416,           0.0009416
                  34,            0.058185,            0.077886,                   0,             0.67408,             0.57814,             0.63498,             0.25029,            0.052216,            0.058157,                   0,          0.00093665,          0.00093665,          0.00093665
                  35,            0.057406,            0.067773,                   0,             0.68841,             0.55234,             0.63058,             0.25813,             0.05188,            0.057229,                   0,           0.0009317,           0.0009317,           0.0009317
                  36,            0.056909,            0.071319,                   0,             0.67783,             0.56535,             0.62942,             0.25314,            0.051704,            0.057873,                   0,          0.00092675,          0.00092675,          0.00092675
                  37,             0.05694,            0.068032,                   0,              0.6705,             0.58684,             0.63987,             0.25646,            0.052382,            0.057529,                   0,           0.0009218,           0.0009218,           0.0009218
                  38,            0.056915,            0.076958,                   0,             0.68597,             0.59126,             0.64624,             0.26192,             0.05214,            0.057511,                   0,          0.00091685,          0.00091685,          0.00091685
                  39,            0.057232,            0.070959,                   0,             0.69892,             0.58268,             0.64437,             0.26133,            0.052124,            0.057151,                   0,           0.0009119,           0.0009119,           0.0009119
                  40,            0.057536,            0.067296,                   0,             0.67518,             0.57972,               0.639,             0.26442,            0.051618,            0.057433,                   0,          0.00090695,          0.00090695,          0.00090695
                  41,            0.057238,            0.061409,                   0,             0.67295,             0.57382,             0.62574,             0.25654,            0.051984,            0.058013,                   0,            0.000902,            0.000902,            0.000902
                  42,            0.057168,            0.071149,                   0,             0.67554,             0.56496,             0.62774,             0.25657,            0.051854,            0.058045,                   0,          0.00089705,          0.00089705,          0.00089705
                  43,            0.056459,            0.067307,                   0,             0.67495,             0.56693,             0.62634,             0.24712,            0.052429,            0.057833,                   0,           0.0008921,           0.0008921,           0.0008921
                  44,            0.056023,            0.062887,                   0,             0.69849,             0.58071,             0.64224,             0.25836,            0.052072,            0.057352,                   0,          0.00088715,          0.00088715,          0.00088715
                  45,            0.055426,            0.065757,                   0,             0.70926,             0.56201,             0.64359,             0.25836,            0.051573,            0.058639,                   0,           0.0008822,           0.0008822,           0.0008822
                  46,            0.054693,            0.069055,                   0,               0.688,             0.59036,             0.64595,             0.26303,            0.051456,            0.057278,                   0,          0.00087725,          0.00087725,          0.00087725
                  47,            0.057108,            0.067931,                   0,             0.68057,             0.59547,              0.6469,             0.26419,             0.05142,            0.057374,                   0,           0.0008723,           0.0008723,           0.0008723
                  48,            0.055163,            0.072474,                   0,             0.69041,             0.58957,             0.64221,             0.25958,            0.051529,            0.057503,                   0,          0.00086735,          0.00086735,          0.00086735
                  49,            0.056074,            0.065763,                   0,             0.69363,             0.59843,             0.64542,              0.2561,            0.051576,            0.057229,                   0,           0.0008624,           0.0008624,           0.0008624
                  50,            0.055168,            0.069131,                   0,             0.65774,             0.59646,             0.62947,              0.2575,            0.051667,            0.058238,                   0,          0.00085745,          0.00085745,          0.00085745
                  51,            0.055761,            0.065778,                   0,             0.64969,             0.59055,             0.62715,             0.26137,            0.051429,             0.05688,                   0,           0.0008525,           0.0008525,           0.0008525
                  52,            0.056412,            0.067202,                   0,             0.65882,             0.58366,             0.62446,             0.25059,            0.052436,            0.057442,                   0,          0.00084755,          0.00084755,          0.00084755
                  53,            0.054567,            0.064729,                   0,             0.66822,             0.58957,             0.64363,             0.26675,            0.051297,            0.057096,                   0,           0.0008426,           0.0008426,           0.0008426
                  54,            0.056201,            0.063984,                   0,             0.66833,             0.60888,             0.64911,             0.26985,            0.051122,            0.057091,                   0,          0.00083765,          0.00083765,          0.00083765
                  55,             0.05528,            0.060892,                   0,             0.70213,             0.58858,             0.65498,              0.2691,            0.051213,            0.057071,                   0,           0.0008327,           0.0008327,           0.0008327
                  56,            0.054493,              0.0687,                   0,             0.70044,             0.56693,             0.63849,             0.26766,            0.051121,            0.057403,                   0,          0.00082775,          0.00082775,          0.00082775
                  57,            0.054192,            0.067739,                   0,             0.69453,             0.56201,             0.62717,             0.26234,            0.051714,            0.057747,                   0,           0.0008228,           0.0008228,           0.0008228
                  58,             0.05317,            0.069845,                   0,             0.67039,             0.59449,             0.64168,             0.26072,            0.051708,            0.057472,                   0,          0.00081785,          0.00081785,          0.00081785
                  59,            0.055502,            0.070555,                   0,             0.68472,             0.59212,             0.64184,             0.26381,            0.051537,            0.057493,                   0,           0.0008129,           0.0008129,           0.0008129
                  60,            0.054082,            0.064005,                   0,             0.71113,             0.57677,             0.64972,             0.27208,            0.050898,            0.057023,                   0,          0.00080795,          0.00080795,          0.00080795
                  61,            0.055627,            0.062624,                   0,             0.70633,             0.58465,             0.65145,              0.2719,            0.051083,            0.057401,                   0,            0.000803,            0.000803,            0.000803
                  62,            0.054011,            0.075163,                   0,             0.66662,              0.5876,             0.63543,             0.26255,            0.051398,            0.057924,                   0,          0.00079805,          0.00079805,          0.00079805
                  63,            0.052851,            0.062567,                   0,             0.68757,              0.5876,             0.64878,             0.26639,            0.051414,             0.05723,                   0,           0.0007931,           0.0007931,           0.0007931
                  64,            0.052542,            0.064532,                   0,              0.6788,             0.58661,             0.64709,             0.26672,            0.051358,            0.057362,                   0,          0.00078815,          0.00078815,          0.00078815
                  65,            0.052066,            0.064635,                   0,             0.69008,             0.59744,             0.65321,             0.25902,            0.052035,            0.057039,                   0,           0.0007832,           0.0007832,           0.0007832
                  66,             0.05224,            0.067239,                   0,             0.68465,             0.59744,             0.64834,             0.26608,            0.051802,            0.057161,                   0,          0.00077825,          0.00077825,          0.00077825
                  67,             0.05225,            0.063593,                   0,               0.687,             0.60925,             0.65691,             0.26802,            0.051463,            0.057017,                   0,           0.0007733,           0.0007733,           0.0007733
                  68,            0.053093,            0.066585,                   0,              0.6791,             0.58268,             0.64248,             0.26073,            0.051895,            0.057475,                   0,          0.00076835,          0.00076835,          0.00076835
                  69,            0.052566,             0.06712,                   0,             0.66212,             0.57862,             0.63301,              0.2597,            0.052012,            0.057933,                   0,           0.0007634,           0.0007634,           0.0007634
                  70,            0.054276,            0.066415,                   0,             0.66784,             0.58973,             0.63433,             0.25667,            0.051962,            0.057597,                   0,          0.00075845,          0.00075845,          0.00075845
                  71,            0.053022,            0.062739,                   0,             0.67629,             0.59843,              0.6506,             0.26811,             0.05106,            0.057192,                   0,           0.0007535,           0.0007535,           0.0007535
                  72,            0.052648,            0.064084,                   0,             0.69143,             0.60208,             0.66052,             0.27762,             0.05055,            0.057185,                   0,          0.00074855,          0.00074855,          0.00074855
                  73,            0.053211,             0.06774,                   0,             0.67431,             0.58892,             0.64096,             0.26333,            0.051876,            0.057173,                   0,           0.0007436,           0.0007436,           0.0007436
                  74,            0.052094,            0.066465,                   0,             0.67548,             0.61122,             0.65166,             0.27001,            0.051111,             0.05695,                   0,          0.00073865,          0.00073865,          0.00073865
                  75,            0.053268,            0.067665,                   0,              0.6905,             0.60236,             0.65472,             0.27306,            0.051009,            0.057103,                   0,           0.0007337,           0.0007337,           0.0007337
                  76,            0.052798,            0.067072,                   0,             0.66593,             0.62894,             0.65255,             0.27512,            0.050766,            0.057496,                   0,          0.00072875,          0.00072875,          0.00072875
                  77,            0.052472,            0.062933,                   0,             0.67257,             0.60855,             0.64975,             0.27158,            0.050887,            0.057792,                   0,           0.0007238,           0.0007238,           0.0007238
                  78,            0.052854,            0.061845,                   0,             0.67427,             0.60307,             0.64728,             0.27354,            0.050836,            0.057468,                   0,          0.00071885,          0.00071885,          0.00071885
                  79,            0.053236,            0.068333,                   0,             0.67636,             0.59449,             0.64271,             0.27188,            0.050856,            0.057377,                   0,           0.0007139,           0.0007139,           0.0007139
                  80,            0.052199,            0.063873,                   0,             0.69373,             0.59972,              0.6496,             0.27096,            0.051005,            0.057344,                   0,          0.00070895,          0.00070895,          0.00070895
                  81,             0.05242,            0.061857,                   0,             0.68548,              0.5899,             0.63526,             0.26639,            0.051701,            0.058175,                   0,            0.000704,            0.000704,            0.000704
                  82,            0.051432,            0.062309,                   0,               0.684,             0.60039,             0.63975,             0.26722,            0.051042,            0.057459,                   0,          0.00069905,          0.00069905,          0.00069905
                  83,            0.050389,            0.062055,                   0,             0.69101,             0.59941,             0.64515,             0.26997,            0.050965,            0.057544,                   0,           0.0006941,           0.0006941,           0.0006941
                  84,              0.0528,            0.066429,                   0,             0.65477,             0.61909,             0.65112,             0.27481,            0.050965,            0.057777,                   0,          0.00068915,          0.00068915,          0.00068915
                  85,            0.051015,            0.061773,                   0,             0.66359,             0.59799,             0.63281,             0.26838,             0.05123,            0.057784,                   0,           0.0006842,           0.0006842,           0.0006842
                  86,            0.051016,            0.067136,                   0,             0.67149,             0.59952,             0.64132,             0.26412,            0.051582,            0.058079,                   0,          0.00067925,          0.00067925,          0.00067925
                  87,            0.051424,            0.061998,                   0,             0.65969,             0.60925,             0.62946,             0.25955,              0.0526,             0.05848,                   0,           0.0006743,           0.0006743,           0.0006743
                  88,            0.050638,            0.063099,                   0,             0.68446,              0.5935,              0.6334,             0.26592,            0.051655,            0.057641,                   0,          0.00066935,          0.00066935,          0.00066935
                  89,            0.050028,             0.05889,                   0,             0.68222,             0.58957,             0.63315,             0.26801,            0.051118,            0.057545,                   0,           0.0006644,           0.0006644,           0.0006644
                  90,            0.050079,            0.057655,                   0,             0.69018,              0.5935,             0.64036,             0.26738,            0.051607,             0.05752,                   0,          0.00065945,          0.00065945,          0.00065945
                  91,            0.051904,            0.062256,                   0,              0.6779,             0.60236,             0.63795,             0.26659,            0.051589,              0.0579,                   0,           0.0006545,           0.0006545,           0.0006545
