,N_GTs,N_DETs,TPs,FPs,FNs,AP,MAP,C_THR,REC,PREC
0,306,491,231,260,75,0.632673021,63.26730209,35,61.76470588,74.11764706
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,0.321568627,,,,,,,,
